Accessories,Body Color,Body Material,Body Type,Brand,Bundle Description,Color,Condition,Country of Manufacture,Country/Region of Manufacture,Custom Bundle,Dexterity,Features,Fingerboard,Hand,Items Included,MPN,Model,Model Year,Modification Description,Modified Item,Neck,Non-Domestic Product,Pickup,Product Line,Product Type,Right-/ Left-Handed,Serial Number,Series,Size,Soundboard Style,String Configuration,Style,Type,UPC,serial number,Price
,,Solid Wood,else,KAY,,,Used,,,,,,,,,Does not apply,,,,,,,,,,,,,,,6 Strings,,,,,421.0
,,Sitka Spruce top,,Martin,,,Used,,,,,"Fishman ISYS T preamp system, With Pickup",,,,,Little Martin,,,,,,,,,Right-Handed,,Ed Sheeran Signature Edition X Series,,,6 String,,,,,479.99
,Burgundy,,Semi-Hollow,Italia,,,Used,,"Korea, Republic of",No,,,,,,Does Not Apply,Vintage,1961,,No,,,,Bigsby,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,297.0
,,,Semi-Hollow,Unbranded,,,Used,,,,,,,,,,,,,,,,,,,,,,,,6 String,,,Does not apply,,190.27
,White,,,Fender,,,New,,,,,,,,,Does Not Apply,,,,,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,Does not apply,,1000.0
,,,,Fender,,,Used,,,,,,,,,MZ9447486,,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,299.0
,,,,Gibson,,,Used,,United States,,,,,,,,,2008,,,,,,,,,,,,,6 String,,,,,3250.0
,Antique Burst,,Solid,Guild,,,,,,,,,,,,T-Bird,S-200,,,,,,,,,,,,,,6 String,,,Does not apply,,475.0
,,,Dreadnought,Luna,,,,,China,,Right-Handed,"Cutaway, With Pickup",,,,Does Not Apply,Wabi DCE 12,,,,,,,,,Right-Handed,,Wabi,,,12 String,,,Does not apply,,229.45
,,Flamed Maple,Jumbo,Guild,,,,,,,,,,,,F-250-E Deluxe,F-250E DLX,,,,,,,,,,,The Westerly Collection,,,6 String,,,Does not apply,,395.0
,White,,Solid,Gibson,,,Used,,United States,No,,,,,,Reverse Flying V,Reverse Flying V,2008,,No,,,,Reverse Flying V,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,1199.0
,,,Hollow,Ovation,,,Used,,"Korea, Republic of",,,,,,,Does Not Apply,CK 057,,,,,,,,,,,,,,6 String,,,Does not apply,,255.0
,White,"Mahogany, Solid Wood",Solid,Epiphone,,,Used,,"Korea, Republic of",,Right-Handed,With Pickup,,,,,Epiphone,2005,,,,,,Epiphone Les Paul Custom Pro,,,,,Full Size,,6 String,,,,,325.0
,Sunburst,"Laminate, Maple",Semi-Hollow,Epiphone,,,Used,,,,,,,,,,Sheraton II,2003,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,499.99
,Blue,,,Fender,,,Used,,Japan,,,,,,,,Kurt Cobain Mustang,2012,,,,,,Mustang,,Left-Handed,,,,,,,,,,1749.0
,,,Strat,Fender,,,Used,,,,,,,,,Does Not Apply,Strat,2010,,,,,,American Standard,,,,,,,6 String,,,Does not apply,,35.0
,,Ash,Solid,Unbranded,,,,,,,,,,,,,,,,,,,,,,Right-Handed,,,Full Size,,6 String,,,,,84.0
,,,,Michael Kelly,,,Used,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,8 String,,,Does not apply,,349.0
,Blue Crimson,Swamp Ash / Poplar Burl,Solid,Schecter,,,Used,,"Korea, Republic of",,,,,,,303,Keith Merrow KM-7 MK-III Artist,2018,,,,,,,,Right-Handed,,,,,7 String,,,815447026281,,710.0
,Clear,Maple,Solid,Gibson,,,Used,,United States,,,,,,,,L6-s,1977,,No,,,,,,Right-Handed,,,,,6 String,,,,,1100.0
,,,,Ibanez,,,New,,,,,,,,,PS60SSL,,,,,,,,,,,,,,,,,,Does not apply,,299.99
,Black,Poplar,Solid,Fender,,,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or 

																			protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,,,,"Volume Knob, With Pickup",,,,374023506,Classic Vibe '70s Stratocaster HSS,,,,,,,Fender Stratocaster,,Right-Handed,,,Full Size,Flat Top,6 String,,,0885978064335,,359.99
,,Ash,Solid,Unbranded,,,,,,,,,,,,,,,,,,,,,,Right-Handed,,,Full Size,,6 String,,,,,84.0
,,Maple,,Guild,,,Used,,,,,,,,,,,2012,,,,,,,,Right-Handed,,,,,6 String,,,,,885.0
,Natural Gloss Finish,"Mahogany, Rosewood, Western Red Cedar",Hollow Body Classical,Cordoba,,Natural Gloss Finish,,,,,,,,,,Does Not Apply,Classic,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,259.99
,sunburst,,Solid,Epiphone,,,Used,,,,,,,,,Does Not Apply,Les Paul Special II,,,,,,,Epiphone Les Paul,,Right-Handed,,,,,6 String,,,Does not apply,,100.0
,,,,Line 6,,,Used,,,,,,,,,,James Tyler Variax,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,479.99
,vintageburst,Solid Wood,Semi-Hollow,Gibson,,,,,United States,No,Right-Handed,,,,,Does Not Apply,ES-335,2013,,No,,,,Gibson ES,,Right-Handed,,,Full Size,Archtop,6 String,,,Does not apply,,2150.0
,Black,Mahogany,Hollow,Stellar,,,"For parts or not working: An item that does not function as intended and is not fully operational. This includes items that 

																			are defective in ways that render them difficult to use, items that require service or repair, or items missing essential components. See the seller’s listing for full details.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,,,,,,,,,,,,,,,,,,Right-Handed,,,Full Size,Archtop,6 String,,,,,65.0
,Red,,Solid,Ibanez,,,Used,,,,,,,,,DT250TR,X-Series,1986,,,,,,Ibanez-X,,Right-Handed,,,,,,,,,,795.0
,,,Solid,Jackson,,,Used,,,,Right-Handed,,,,,Does Not Apply,PS-2 Performer,,,,,,,,,,,,,,6 String,,,Does Not Apply,,315.98
,Black,"Solid Wood, Korina",Solid,Reverend,,,Used,,"Korea, Republic of",,Right-Handed,,,,Case,Does Not Apply,Rick Vito Signature Model,2014,,,,,,,,,,,,,6 String,,,Does not apply,,523.0
,Blue,,Solid,Epiphone,,,Used,,,,,,,,,Does Not Apply,NIghthawk Custom Reissue,,,,,,,,,Right-Handed,,,,,6 String,,,,,250.0
,,,Solid,Dean,,,,,,,,,,,,Does Not Apply,michael schenker,,,,,,,,,,,,,,6 String,,,Does not apply,,300.0
,Gold,,,Schecter,,,Used,,,,,,,,,Does Not Apply,Custom,,,,,,,,,,,,,,6 String,,,Does not apply,,525.0
,,,Double Neck,Dean,,,New,,,No,,,,,,GS DBL WBR,GRAN SPORT DOUBLENECK,,,No,,No,,,,,,,,,6 String,,,Does not apply,,875.0
,"Red, White, and Blue",,Solid,Fender,,,Used,,,,,Middle Position Humbucker,,,,,,2011,,,,,,Fender Stratocaster,,Right-Handed,,,Full Size,,6 String,,,,,1209.0
,Red,,,Washburn,,,Used,,,,,,,,,,RS-10V,,,,,,,,,Right-Handed,,,,,6 String,,,,,149.99
,Sunburst,,Solid,Fender,,,Used,,Mexico,,,,,,,Does Not Apply,Telecaster,2014,,,,,,Fender Telecaster,,Right-Handed,,,,,6 String,,,Does not apply,,339.0
,Red,,,Epiphone,,,Used,,,,,,,,,Does Not Apply,SG,,,,,,,,,,,,,,6 String,,,Does not apply,,213.7
,Blue/Purple,,,Ibanez,,,Used,,,,,,,,,,,,,,,,,Ibanez RG,,,,,,,6 String,,,,,102.5
,Black,,Solid,Ibanez,,,Used,,Japan,,,,,,,Does Not Apply,Custom,1975,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,1200.0
,White,,,Fender,,,New,,,,,,,,,Does Not Apply,,,,,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,Does not apply,,1000.0
,,,,PRS,,,New,,,,,,,,,,,,,,,,,,,,,,,,6 String,,,,,3375.0
,,Mahogany,Solid,ESP,,,Used,,,,,With Pickup,,,,,EC-1000,,,,,,,ESP LTD,,Right-Handed,,,,,6 String,,,,,400.0
,Black,,,Fender,,,Used,,,,,,,,,,,,,No,,,,,,,,,,,6 String,,,,,149.99
,Red,,Solid,Fender,,,Used,,,,,"Volume Knob, With Pickup",,,,0310600581,Squier Affinity Stratocaster,,,,,,,Fender Squier Stratocaster,,Right-Handed,,,Full Size,,6 String,,,,,150.0
,Black,,Solid,Epiphone,,,Used,,Unknown,,Right-Handed,,,,,Does Not Apply,LP Jr,2000's,,,,,,,,,,,,,6 String,,,Does not apply,,81.0
,Black,,Solid,Fernandes,,,Used,,,,,"Single Cut, With Pickup",,,,,,,,,,,,,,Right-Handed,,,,,6 String,,,,,415.0
,Cherry Red,Solid Wood,Solid,Gibson,,,Used,,United States,No,Right-Handed,,,,Case,Does Not Apply,SG Standard '61 Reissue,2004,,,,,,SG Standard,,Right-Handed,,,Full Size,Flat Top,6 String,,,Does not apply,,899.99
,Black,,Hollow,Unbranded,,,Used,,,,,,,,,,,2019,,,,,,,,Right-Handed,,,Full Size,,6 String,,,,,125.0
,Black,Mahogany,Solid,Gibson,,,Used,,United States,,,,,,,,Les Paul Studio,,,,,,,Gibson Les Paul,,Right-Handed,,,,,6 String,,,,,485.0
,,,Hollow,Premier,,,Used,,,,,,,,,Does Not Apply,Vintage,,,,,,,,,Right-Handed,,,,,6 String,,,,,692.0
,Red,,,Fender,,,Used,,United States,,Right-Handed,,,,,,Floyd Rose Classic Stratocaster,,,,,,,,,Right-Handed,,,,,6 String,,,,,995.0
,Blue Crimson,Swamp Ash / Poplar Burl,Solid,Schecter,,,Used,,"Korea, Republic of",,,,,,,303,Keith Merrow KM-7 MK-III Artist,2018,,,,,,,,Right-Handed,,,,,7 String,,,815447026281,,710.0
,,,,Dean,,,Used,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,Does not apply,,26.0
,,,,DIY Guitars,,,New,,,,,,,,,STL 01 SO KIT,,,,,,,,,,,,,,,,,DIY Project Kit,Does not apply,,41.0
,Honey Burst,Mahogany,Solid,Gibson,,,Used,,United States,,,"Coil-splitting, BurstBucker Pickups",,,,,SG Standard,2008,,,,,,Gibson SG,,Right-Handed,,,,,6 String,,,,,843.33
,Multicolor,Basswood,Solid,DMD,,,New,,,,,,,,,,Custom 22,2019,,,,,,Custom Artist,,Right-Handed,,,Full Size,Flat Top,6 String,,,,,204.52
,Black,sycamore,Solid,Daisy Rock,,,New,,,No,,"Single Cut, Volume Knob",,,,,Rock Candy Custom,2002,,No,,,,Daisy Rock,,Right-Handed,,,Full Size,Archtop,6 String,,,,,225.0
,,,Hollow,Yamaha,,,Used,,,,,,,,,APX500,,,,,,,,,,Right-Handed,,,,,,,,Does not apply,,127.5
,Olympic White,Alder,Solid,Fender,,,Used,,Mexico,,,Tremolo,,,,Does Not Apply,Stratocaster,2007,,,,,,Fender Stratocaster,,Right-Handed,,,Full Size,,6 String,,,,,449.99
,Blue,,Solid,Fender,,,Used,,Mexico,,,,,,,,,early 2000's,,,,,,,,Right-Handed,,,Full Size,,6 String,,,,,286.66
,Wine Red,Solid Wood,Solid,Gibson,,,Used,,United States,No,Right-Handed,,,,,Does Not Apply,Les Paul Studio,2009,,,,,,Studio,,Right-Handed,,,Full Size,Flat Top,6 String,,,Does not apply,,674.99
,Red,,Solid,Godin,,,Used,,United States,No,,"Single Cut, Volume Knob, With Pickup",,,,,SD,,SEYMOUR DUNCAN PICKUP ADDED,Yes,,,,MODEL SD,,Right-Handed,,,Full Size,Flat Top,6 String,,,,,125.0
,Brown,Mahogany,Solid,Gibson,,,Used,,United States,,,,,,,Does Not Apply,SG,2016,,No,,,,Gibson SG,,Right-Handed,,,Full Size,,6 String,,,,,654.0
,Red,Alder,Solid,Dean Guitars,,,Used,,,,,,,,,Does Not Apply,jammer,1987,,,,,,,,Right-Handed,,,,,6 String,,,,,160.0
,Black/Red,,,Lazer,,,Used,,,,,,,,,Does Not Apply,,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,70.0
,Satin Black,Basswood,SG,Schecter,,,Used,,,,,,,,,Does Not Apply,Demon S-ii,2015,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,78.77
,,Mahogany,Solid,Paul Reed Smith,,,,,United States,,,,,,,Does Not Apply,,,,,,,,,,,,,,,6 String,,,Does not apply,,975.0
,Transperant Tangerine,Maple,Hollow,Custom Built Guitars LLC,,,New,,,,,,,,,Does Not Apply,Tele Style - Hollow Body -  2 F Holes,2019,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,179.99
,Natural Maple,"Maple, Mahogany",Hollow,Stellar,,,,,,,,,,,,Does Not Apply,Mercury 004 Elite,,,,,,,,,Right-Handed,,,Full Size,Archtop,6 String,,,Does not apply,,145.0
,,,Solid,LTD,,,Used,,,,,,,,,,V-401DX,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,337.5
,Satin Vintage Sunburst,Solid Wood,Solid,Gibson,,,Used,,United States,,,,,,,,Les Paul Jr.,2010,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,699.99
,Natural Maple,"Maple, Mahogany",Hollow,Stellar,,,Used,,,,,,,,,Does Not Apply,Mercury 004 Elite,,,,,,,,,Right-Handed,,,Full Size,Archtop,6 String,,,,,185.0
,Multicolor,Alder,Solid,Fender,,,Used,,Mexico,,,Seymour Duncan pickups,,,,,Custom,2006,"Black Hardware, Duncan Pickups",Yes,,,,Fender Stratocaster,,Right-Handed,,,Full Size,,6 String,,,,,398.0
,,"Cedar, Maple",Hollow,Teisco,,,Used,,,,,With Pickup,,,,,Vintage,1960's,,,,,,Ibanez Prestige,,Right-Handed,,,Full Size,Archtop,6 String,,,,,150.0
,Black,Poplar,Solid,Fender,,,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or 

																			protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,,,,"Volume Knob, With Pickup",,,,374023506,Classic Vibe '70s Stratocaster HSS,,,,,,,Fender Stratocaster,,Right-Handed,,,Full Size,Flat Top,6 String,,,0885978064335,,359.99
,Gold,Mahogany,Solid,Epiphone,,,New,,,,,,,,,Does not apply,Les Paul Standard,2019,,,,,,Epiphone Les Paul,,Right-Handed,,,,,6 String,,,0711106280677,,269.0
,,,,Martin,,,New,,,,,"<strong>Body			</strong><br />	Body type: Grand Concert nbsp<br>, compensated white tusq	<br>	Number of strings:	6-string	<br>	Spec",,,,1100X1AE,,,,,,,,,,,,,,,,,,729789508483,,599.0
,,,Hollow,Eastman,,,Used,,,,,,,,,,,,,,,,,,,,,,,Archtop,6 String,,,,,440.0
,,,,PRS,,,Used,,,,,,,,,,SE Custom 22 Sunburst - Made In Korea,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,489.96
,,,Grand Auditorium,Taylor,,,Used,,,,,,,,,,354-CE,,,,,,,,,,,,,,12 String,,,Does not apply,,949.99
Hard Case,Wine Red,Maple,Hollow,Epiphone By Gibson,,,Used,,"Korea, Republic of",,,"Single Cut, Volume Knob, With Pickup, Tone knob",,,,Does Not Apply,Howard Roberts Custom,1996,,,,,,Howard Roberts Custom,,Right-Handed,,,Full Size,Archtop,6 String,,,,,1200.0
,White Satin,"Nato, Solid Wood",Solid,Charvel,,,,,Indonesia,,Right-Handed,,,,,Does not apply,Joe Duplantier PM SD 2 HH,2019,,,,,,San Dimas,,,,,,,6 String,,,Does not apply,,529.99
,Gray,,,Fender,,,Used,,,,,,,,,,,,,,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,,,830.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.99
,,,,Alvarez,,,Used,,,,Right-Handed,,,,,Does Not Apply,Classic II,1987,,,,,,,,,,,,,6 String,,,,,129.99
,Black,,,Jackson,,,Used,,,,,,,,,,,,,,,,,,,Left-Handed,,,,,6 String,,,,,1549.0
,,Ash,Freja (Between Dreadnought & Jumbo),Andrew White,,,Used,,,,,,,,,,FREJA 2A0 NAT Quilted Ash,,,,,,,,,,,Freja,,,6 String,,,,,525.0
,Black,,Solid,Schecter,,,Used,,,,,,,,,,,,,,,,,,,Right-Handed,,,,,6 String,,,,,200.0
,White,,Semi-Hollow,Fender,,,Used,,United States,,,,,,,Does Not Apply,Eric Johnson,2018,,,,,,Fender Stratocaster,,,,,,,6 String,,,Does not apply,,1350.0
,Whale Blue,,Solid,PRS,,,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or 

																			protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,"Korea, Republic of",,,,,,,Does Not Apply,SE SingleCut,2012,,,,,,,,Right-Handed,,,,,6 String,,,,,399.0
,Blueberry Burst,,Solid,Epiphone,,,Used,,,,,,,,,LP STD Plustop PRO,LP STD Plustop PRO,,,,,,,Epiphone Les Paul Standard PlusTop Pro,,Right-Handed,,,,,6 String,,,,,335.0
,Vintage Sunburst,Basswood,Solid,Epiphone,,,,,,,,Single Cut,,,,,SL,,UPGRADES,Yes,,,,Epiphone Les Paul,,Right-Handed,,,Full Size,,6 String,,,,,99.99
,custom,,Solid,,,,Used,,United States,,Right-Handed,,,,,,,,,,,,,,,,,,,,6 String,,,,,282.88
,White,Mahogany,Solid,Epiphone,,,Used,,,,,,,,,,Wilshire Pro,2008,,,,,,,,Right-Handed,,,,,6 String,,,,,249.0
,Butterscotch Blonde,Ash,Solid,Fender,,,Used,,Mexico,No,,With Pickup,,,,,Telecaster Special,2017,,,,,,Fender Telecaster,,,,,,,6 String,,,,,500.0
,Black/With Design,,Solid,Epiphone,,,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or 

																			protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,,,Right-Handed,,,,,,SPECIAL,,,,,,,,,Right-Handed,,Special Edition,Full Size,Flat Top,6 String,,Electric Guitar,,,225.0
,Sunburst,"Mahogany, Maple",Solid,Stellar,,,New,,,,Right-Handed,,,,,Does Not Apply,,,,,,,,,,Right-Handed,,,Full Size,Archtop,6 String,,,Does not apply,,300.0
,Orange,,Solid,Ibanez,,,Used,,,,,"Volume Knob, With Pickup",,,,,,,,,,,,,,,,,Full Size,,6 String,,,,,299.0
,,,,J REYNOLDS,,,Used,,,,,,,,,Does Not Apply,,,,,,,,,,Right Handed,,,,,6 String,,Electric,,,53.99
,,,Solid,Ibanez,,,Used,,,,,With Pickup,,,,,Iceman ICT700,,,,,,,,,,,,,,6 String,,,,,400.0
,Silver/Grey,,Solid,Esp Guitars,,,Used,,,,,,,,,,F250,,,,,,,LTD,,Right-Handed,,,Full Size,,6 String,,,,,325.0
,Black Cherry,,Solid,Schecter,,,Used,,"Korea, Republic of",,,"3 way switch, Volume Knob, With Pickup",,,,Does Not Apply,S-1 Elite,2006,,No,,,,Schecter Diamond Series,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,299.99
,,Koa/Cedar,OM,Takamine,,,Used,,Japan,,,"Cool Tube PreAmp, With Pickup",,,,,TAN77 EAN77,2002,,,,,,,,Right-Handed,,Supernatural,,,6 String,,,,,750.0
,Fire Glow,,Semi-Hollow,Rickenbacker,,,New,,United States,,,,,,,UI 6510,360 FG,1998,,No,,,,,,,,,,,6 String,,,,,2100.0
,cherry,,Solid,IYV,,,Used,,Vietnam,,,,,,,,,2018,Grover tuners and chrome metal knobs,Yes,,,,,,Right-Handed,,,,,6 String,,,,,300.0
,Ashwood,"Solid Wood, Ash",Solid,Jackson,,,Used,,,,Right-Handed,,,,,Does Not Apply,Randy Rhoads RR4 Flying V,,,,,No,,Jackson Randy Rhoads RR4 Flying V,,Right-Handed,,,Full Size,Flat Top,6 String,,,,,495.0
,Black metallic,Maple,Solid,Fender,"Carry bag, new strings, tuner, neck strap, guitar",,Used,,China,Yes,,,,,,Does Not Apply,Starcaster,,,,,,,Starcaster,,Right-Handed,,,Full Size,,6 String,,,,,77.5
,Natural wood,,Solid body electric,Gibson,,,Used,,,,,"Battery, With Pickup",,,,,Chet Atkins SST,1990,,No,,,,,,Right-Handed,,,Full Size,,6 String,,,,,1836.0
,,Spruce,Solid,Takamine,,,Used,,Japan,,,,,,,,TAN16C,2007,,,,,,,,Right-Handed,,Supernatural,,,6 String,,,,,795.0
,Natural,Ash,Solid,Peavey,,,Used,,United States,,,,,,,,Vintage,1979,,,,,,,,Right-Handed,,,Full Size,,6 String,,,,,450.0
,Blue,,Solid,Ibanez,,,Used,,,,,,,,,,,,,No,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,90.0
,Silver,,Solid,Fender,,,Used,,United States,,Right-Handed,,,,,Does Not Apply,,1997,,,,,,American Standard,,Right-Handed,,,,,6 String,,,,,825.0
,,Mahogany,,Guild,,,,,,,,,,,,M-240-E Troubadour,M-240E Troubadour,,,,,,,,,,,,,,6 String,,,Does not apply,,375.0
,Red,Maple,Semi-Hollow,Rickenbacker,,,Used,,United States,No,,,,,,,330,2002,,No,,,,,,Right-Handed,,,Full Size,,6 String,,,,,1450.0
,Walnut,Walnut,,Schecter,,,Used,,,,,,,,,Does Not Apply,Omen 6,2001,,,,,,,,,,,,,6 String,,,Does not apply,,150.0
,Matte Black,,,Epiphone,,,Used,,,,,,,,,Special,Special GT,,,,,,,,,,,,,,6 String,,,Does Not Apply,,76.0
,Burgundy,,Solid,Hamer,,,Used,,"Korea, Republic of",,,,,,,Does Not Apply,Sunburst Flat Top,90's,,Yes,,,,,,Right-Handed,,,Full Size,Flat Top,6 String,,,Does not apply,,200.0
,Amber,,Solid,Hamer,,,Used,,"Korea, Republic of",,,,,,,Does Not Apply,Sunburst Flat Top,90's,,Yes,,,,,,Right-Handed,,,Full Size,Flat Top,6 String,,,Does not apply,,200.0
,Ice Blue Metallic,,,Fender,,,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or 

																			protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,,No,Right-Handed,,,,,Does Not Apply,American Elite Stratocaster,,,No,,,,,,,,,,,6 String,,,Does not apply,,1359.99
,Black,,Headless,Steinberger,,,New,,,,,,,,,,Gl4t,1988,,No,,,,,,Right-Handed,,,Full Size,Flat Top,6 String,,,,,3300.0
,Blue,,Solid,Ibanez,,,Used,,Japan,,,,,,,Does Not Apply,RG770DX,,,,,,,Ibanez RG,,,,,,,6 String,,,Does not apply,,1250.0
,Red,Laminate,Solid,Cort,"Cort body and neck, Stratocastor pickup electronics, custom tailpiece, very nice Canadian Made plush lined case.",,,,,Yes,Right-Handed,Absolutely Straight Neck,,Right,,Does Not Apply,unknown,Unknown,"The Stratocaster pickups, new tailpiece and strings were added to the previous owner's stripped body.",Yes,,,,Cort,,Right-Handed,,,Full Size,DNA,6 String,,,Does Not Apply,,79.0
,Candy Apple Red,Solid Wood,Solid,Fender,,,Used,,Japan,No,Right-Handed,,,,Case,Does Not Apply,Telecaster,1985,,,,,,'62 Reissue,,Left-Handed,,,Full Size,Flat Top,6 String,,,Does not apply,,949.99
,,Spruce,Lightweight Spanish Flamenco Cutaway,Cordoba,,,Used,,,,,,,,,GUFLCOR-05211,,,,,,,,,,,,,,,,,,,,573.0
,,N/A,Hollow,Cordoba,,,Used,,,No,,N/A,,,,Iberia Series,GK STUDIO,N/A,,No,,,,,,Right-Handed,,Classic,N/A,,6 String (One String Missing),,,N/A,,365.0
,Cherry Sunburst,"Spruce, Maple",Hollow,Silvertone,,,Used,,United States,,,,,,,Does Not Apply,Aristocrat 1356,1950s,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,1279.99
,Black,Solid Wood,Solid,HOHNER,,,Used,,Unknown,No,,"Volume Knob, With Pickup",,,,ST SPECIAL,Professional ST Special,,,No,,No,,,,Right-Handed,,,Full Size,Flat Top,6 String,,,,,159.99
,Natural,Paulownia,Solid,COZART,,,New,,,,,,,,,SST 01-12S N,,2019,,,,,,,,Right-Handed,,,Full Size,,12 String,,,Does not apply,,95.0
,Red Burst,Solid Wood,Solid,Wolf,,,New,,"Korea, Republic of",No,,,,,,Does Not Apply,WLP,,,No,,No,,,,,,,,,6 String,,,Does not apply,,499.0
,,,Concert,Breedlove,,,Used,,,,,With Pickup,,,,Discovery Concert Nylon CE,Discovery Concert Nylon CE,,,,,,,,,Right-Handed,,Discovery Series,Concert,,6 String,,,Does not apply,,269.95
,,Alder,Solid,Gibson,,,Used,,United States,,,,,,,Does Not Apply,Les Paul Studio,1983,,No,,No,,Gibson Les Paul,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,799.99
,,,Children’s,DeRosa,,,New,,,,Right-Handed,,,,,GE30-AST-BU,,,,,,,,,,,,,,,6 String,,,703929773061,,79.95
,White,,,Fender,,,New,,,,,,,,,0310202580,Squier Affinity Series,,,,,,,Fender Telecaster,,,,,Full Size,,6 String,,,717669033828,,179.95
